mock_ue_id,lon,lat,tick
55,-74.01047116454338,40.769768792771686,0
56,-74.02221868032396,40.71362319865232,0
57,-73.96214446867245,40.70436125111107,0
58,-74.0305651715787,40.71434186630202,0
59,-74.04046850784343,40.79115856491059,0
60,-74.01519845340914,40.70024035821948,0
61,-73.97780163108504,40.71743861748274,0
62,-73.96840824089415,40.70374377457927,0
63,-73.9501329666388,40.71194073615737,0
64,-74.02042557156773,40.76047939448704,0
65,-74.00828321755574,40.724298982332996,0
66,-74.03529884010506,40.756787424487335,0
67,-73.99317412362893,40.75966326775406,0
68,-73.95041299868886,40.78406767844281,0
69,-73.97929047244035,40.70005612926302,0
70,-73.99114465152655,40.78585598338955,0
71,-74.01115856055829,40.76276435480049,0
72,-73.95912366818969,40.71574234053515,0
73,-74.00141997071893,40.77667358501249,0
74,-74.03769465835909,40.786275735711456,0
75,-74.01435676673123,40.72476100693461,0
76,-74.04231465853854,40.791462938138466,0
77,-74.03098092399851,40.745688783317654,0
78,-74.04774049280284,40.761759247619246,0
79,-74.00573357971967,40.79949749718114,0
80,-73.9872026979537,40.73666894341428,0
81,-74.01502853616901,40.78200944535909,0
82,-74.00744683545375,40.73268471485044,0
83,-73.95447854855448,40.77900514296012,0
84,-73.97547372852475,40.76113690474163,0
85,-73.99482651604075,40.7213187752723,0
86,-74.02151215002428,40.7422413334034,0
87,-73.95940695393588,40.732403453246505,0
88,-74.02646344827005,40.706592132467435,0
89,-74.01681934576803,40.70238435498734,0
90,-73.95935126507993,40.736091808649746,0
91,-73.99679625820812,40.702707137908895,0
92,-73.97516345754838,40.71796492929174,0
93,-73.9917964145519,40.77239710707637,0
94,-73.98610199419896,40.771099883657165,0
95,-74.02015189845523,40.775377484574385,0
96,-74.02434249994273,40.73215879712934,0
97,-74.01918264862836,40.78916921896276,0
98,-74.03307848328642,40.75902324319498,0
99,-73.9633239829789,40.7115275052491,0
100,-74.02309793657398,40.714412042126376,0
101,-73.99315423295688,40.76989113092382,0
102,-73.97082136764314,40.71852310410036,0
103,-73.97195390026828,40.75189302792906,0
104,-74.00602334998592,40.79769781356188,0
105,-74.00153793799731,40.70041778133214,0
106,-73.95037329476752,40.701015954367094,0
107,-73.98123476221183,40.79918148195416,0
108,-73.96752919710033,40.758351860306824,0
109,-73.9588722603843,40.71242562173496,0
110,-73.97017707103646,40.790245834079094,0
111,-74.03074749961819,40.78890131517276,0
112,-73.99411382952381,40.75454891676764,0
113,-74.04084472061201,40.761822245431716,0
114,-73.98381139932236,40.72794432816907,0
115,-73.95386373581819,40.70417661309189,0
116,-73.9995464914026,40.75871786644639,0
117,-74.00800385042632,40.729120769919014,0
118,-74.0458893416384,40.76725615690373,0
119,-73.95405443626295,40.78518327787867,0
120,-74.03888080639632,40.70311208331109,0
121,-74.04518413458364,40.75862144093052,0
122,-74.0263106535586,40.72259154529336,0
123,-74.04356155983244,40.78616585980799,0
124,-74.00491000872,40.72678387199845,0
125,-73.99930379609367,40.762033608008586,0
126,-74.01993616715082,40.7561665465802,0
127,-74.0448268442812,40.73839289901501,0
128,-74.03865709379903,40.766468605223444,0
129,-74.01127334974855,40.77356978138454,0
130,-74.0426518249224,40.75619535506789,0
131,-73.97948253256517,40.77650358751155,0
132,-74.02822079115212,40.797518278301446,0
133,-74.01859073924462,40.74280519240938,0
134,-74.01067004704575,40.7523602106838,0
135,-74.00760321206516,40.70018559994663,0
136,-74.0494583860443,40.78039435896038,0
137,-74.03997490817655,40.75273643911103,0
138,-73.964548437764,40.741064973852076,0
139,-74.04983056518816,40.710955261060185,0
140,-73.99940819579909,40.788083955247096,0
141,-74.000118079429,40.73824067894393,0
142,-74.01567457307985,40.76723671003874,0
143,-74.00754585703429,40.7160167876344,0
144,-73.97334127757297,40.795880257503214,0
145,-73.96586525023218,40.71928019606458,0
146,-74.02391425515052,40.72151018894509,0
147,-74.01722036630169,40.78674910646397,0
148,-74.02456892662805,40.79079013891085,0
149,-74.0013457700867,40.72064784738125,0
150,-73.98145300227411,40.74570621206041,0
151,-73.96461509508784,40.717913021775715,0
152,-74.02935514673364,40.723587717847074,0
153,-74.0344139846445,40.7696534375189,0
154,-73.96729457482128,40.72689044385889,0
155,-73.96632889585963,40.777282794695054,0
156,-73.99804585382185,40.75255089430439,0
157,-73.96705130412529,40.759572825647155,0
158,-74.03748866100021,40.7851795023616,0
159,-74.00943069953041,40.775100028479415,0
160,-73.9805208715682,40.704926750806244,0
161,-74.02280479803697,40.70784274475938,0
162,-73.97262359851817,40.76257771652342,0
163,-73.99755372165271,40.746176094708574,0
164,-73.97682068816285,40.7299188535565,0
165,-74.00599203642844,40.74481054170079,0
166,-74.00893245945433,40.7773390988623,0
167,-74.03079339424238,40.78605236151012,0
168,-74.02950276338281,40.75977372225573,0
169,-73.97853752945183,40.73546814516971,0
170,-74.03685717254598,40.73141814967777,0
171,-74.0386966486624,40.74990678218332,0
172,-74.02900065340204,40.72988043012986,0
173,-74.02952726077078,40.758539398250576,0
174,-73.96510067324388,40.76973647929613,0
175,-74.00768177185215,40.70879238422779,0
176,-73.95452188899642,40.70321891677536,0
177,-74.03348657047847,40.723915636509346,0
178,-73.9823866786434,40.786437354413216,0
179,-74.00500737982735,40.76017131088936,0
180,-74.00896440161058,40.71347873094123,0
181,-73.96729868855695,40.78823215417078,0
182,-73.9521191736731,40.74690038606393,0
183,-73.95890687866208,40.74869391055641,0
184,-74.04216489511387,40.7687675972799,0
185,-73.98275255259101,40.7330332928724,0
186,-73.98787619163478,40.740206776097224,0
187,-74.00975875279006,40.74504973186604,0
188,-73.96383012477602,40.710380352695445,0
189,-73.9506630937433,40.79254193305797,0
190,-73.95641436268224,40.793421372832306,0
191,-74.02728499721222,40.73815346017344,0
192,-73.99746092517655,40.74063393776131,0
193,-73.9517267769127,40.794716250899,0
194,-74.00304988692184,40.70086884158851,0
195,-74.04966297154351,40.75868840113749,0
196,-73.96408723649344,40.73396861604186,0
197,-73.99078635084092,40.76722308093026,0
198,-73.98321679956899,40.722088184769035,0
199,-73.95860311022167,40.75723950596832,0
0,-74.01962103256332,40.70305631475545,1
1,-73.9579710099194,40.78846025065148,1
2,-73.97204663059411,40.77158538361446,1
3,-74.03849418230989,40.71724575512966,1
4,-73.9503766236248,40.70930924554842,1
5,-73.9629201832088,40.71919140664031,1
6,-74.02193945823156,40.797855470493765,1
7,-73.96620296941127,40.746151603752246,1
8,-74.03986936999502,40.77882167446457,1
9,-73.95113046654129,40.762352541379336,1
10,-73.98339751034622,40.756752215587916,1
11,-73.98467255681297,40.71561023558296,1
12,-74.04156069301429,40.794266718826954,1
13,-73.9605391210779,40.730221010565764,1
14,-74.04716861352995,40.757772726324944,1
15,-74.02602017692203,40.76999459968534,1
16,-74.03564914303237,40.764672390645714,1
17,-73.97234572013448,40.79407430172534,1
18,-74.03058065234549,40.7144781095264,1
19,-73.95866088395296,40.75048050643002,1
20,-73.9846206217577,40.74007946389009,1
21,-74.0466208050615,40.747529201484895,1
22,-74.04908531933586,40.712172433621184,1
23,-74.04492371786654,40.71305945759739,1
24,-73.98813962106607,40.72820472559078,1
25,-73.96991480061051,40.73055787494046,1
26,-74.02654231677334,40.742779938749514,1
27,-73.9654965244959,40.76085341136892,1
28,-74.04457210865245,40.76405641934273,1
29,-73.97053914631063,40.740442173329924,1
30,-73.95718000118868,40.74163238211735,1
31,-73.97272998170607,40.721813773795,1
32,-73.98053730009815,40.75905852516301,1
33,-73.96626850068448,40.73169474077448,1
34,-74.04631113227177,40.70344860361741,1
35,-74.02930764062879,40.74236784023309,1
36,-74.03787772826766,40.74775194227469,1
37,-73.99952006653135,40.72255448470703,1
38,-73.97572361604487,40.756649089197,1
39,-73.98700396186375,40.75634441550116,1
40,-73.96470503542236,40.770353766378044,1
41,-74.03359151732774,40.764818157171895,1
42,-73.97662155141832,40.76537263901642,1
43,-74.0305034868705,40.73164453507073,1
44,-74.02345021316341,40.778492190467105,1
45,-73.9792842986007,40.75493768320465,1
46,-73.95149972331888,40.74230096973582,1
47,-73.9879741603957,40.76278905253693,1
48,-74.04385480117026,40.735621592682854,1
49,-73.98827578223515,40.75109573635856,1
50,-73.96527938552047,40.72038014225259,1
51,-74.01592929994669,40.72990684071941,1
52,-73.96628429704218,40.79454078564797,1
53,-74.02237625313987,40.70461733516513,1
54,-73.990503509084,40.744440839979795,1
55,-74.00953277313228,40.76866434867159,1
56,-74.02172224584687,40.71225293005205,1
57,-73.96333416389383,40.70425059319008,1
58,-74.02965880830065,40.715733298698765,1
59,-74.03910045581505,40.78916612546205,1
60,-74.0144479806575,40.700606382017305,1
61,-73.97624449359576,40.71640642339054,1
62,-73.9681645684196,40.703803668574,1
63,-73.95036217948694,40.712763623947424,1
64,-74.01951513907287,40.75848955665991,1
65,-74.00695042845422,40.723542754710486,1
66,-74.03429410479832,40.757395440752106,1
67,-73.99464784831547,40.76009974470352,1
68,-73.95056322249361,40.782844463258385,1
69,-73.97874657472468,40.701500076675444,1
70,-73.99146681554745,40.78684986314705,1
71,-74.01120142540202,40.763456306536646,1
72,-73.95965017977889,40.714804665452384,1
73,-74.00067138255724,40.7765579915266,1
74,-74.03924713026855,40.78670167502533,1
75,-74.01297828904161,40.72445153097322,1
76,-74.04243390991346,40.79153562482229,1
77,-74.03248525664699,40.74588141179193,1
78,-74.04953058484125,40.76214339278622,1
79,-74.00562930576405,40.79983504786098,1
80,-73.98752289017374,40.73655042997762,1
81,-74.01389214680995,40.78352557495668,1
82,-74.0072770641212,40.733316346924695,1
83,-73.95530395858835,40.77658878010492,1
84,-73.97643372267616,40.761946276868585,1
85,-73.99351704055965,40.72078072640524,1
86,-74.02312545204263,40.74335368009805,1
87,-73.95827230152136,40.73276105296626,1
88,-74.0260848021503,40.706229105893065,1
89,-74.01652296248322,40.70163556196411,1
90,-73.95954521094839,40.73752080234911,1
91,-73.99688610117892,40.70265484924014,1
92,-73.97504323462861,40.71932224320955,1
93,-73.99194903114741,40.772065452064005,1
94,-73.9881504384487,40.77162738665223,1
95,-74.0200328210483,40.77691899453884,1
96,-74.02311701569691,40.73150765763224,1
97,-74.02049924344749,40.78954091035829,1
98,-74.0327467927487,40.75748032785795,1
99,-73.96497368278199,40.71097008809716,1
100,-74.02382245281704,40.71431813950775,1
101,-73.99316140026124,40.77007700147353,1
102,-73.97266522071817,40.71776347652586,1
103,-73.97183841957418,40.75281149955411,1
104,-74.00557670299276,40.7974633633486,1
105,-74.0003231579922,40.70042362922272,1
106,-73.95069848033278,40.70007063152359,1
107,-73.98098876654933,40.79923205291995,1
108,-73.96635973759544,40.75827233597933,1
109,-73.95748471735716,40.71211704322552,1
110,-73.96875577328291,40.79048742566483,1
111,-74.02918444325222,40.78873997535516,1
112,-73.99410508749379,40.75455873988754,1
113,-74.04178089647458,40.760886906697,1
114,-73.98300387559043,40.728302649733415,1
115,-73.95372710542327,40.703462048623706,1
116,-74.00080742562312,40.757567691018934,1
117,-74.00962840163842,40.72739040152316,1
118,-74.04498619718612,40.76935039153301,1
119,-73.95301562344616,40.78742422120518,1
120,-74.03929196975271,40.70450991957792,1
121,-74.0437741541814,40.75885442631509,1
122,-74.02733621533666,40.72137132821604,1
123,-74.04284113657717,40.785068987953956,1
124,-74.0063423410393,40.7274254170837,1
125,-74.00119593975437,40.762082791667204,1
126,-74.02131782963552,40.75640706728849,1
127,-74.04449555866016,40.737752613605764,1
128,-74.0381680447838,40.76557442606641,1
129,-74.01001215456563,40.77432439096399,1
130,-74.04127152751556,40.756359204577684,1
131,-73.97830451958336,40.77628772091816,1
132,-74.02756669982473,40.795819788756155,1
133,-74.01854545859157,40.744033235365386,1
134,-74.01156171688314,40.75347768840166,1
135,-74.00605261108926,40.70028792643477,1
136,-74.04944624503511,40.78041096751525,1
137,-74.04051612640022,40.7550539110947,1
138,-73.9650098771736,40.7413061569684,1
139,-74.049847005435,40.711356992973144,1
140,-73.9994442280369,40.787901581865135,1
141,-73.99926785759484,40.73811334985198,1
142,-74.01492487584152,40.76596429029129,1
143,-74.00832820771224,40.71676886613337,1
144,-73.9743930477165,40.796442749231446,1
145,-73.96642004423659,40.72106122036899,1
146,-74.02385952542039,40.7233016473409,1
147,-74.01614458233732,40.787328044342765,1
148,-74.02323454074262,40.789989798540354,1
149,-74.00046780273537,40.71968517000011,1
150,-73.98145044479409,40.74587369288999,1
151,-73.96203408362547,40.72057192210733,1
152,-74.02472402305366,40.72377150984519,1
153,-74.03612210887145,40.772986595743724,1
154,-73.97084401998853,40.72442860448385,1
155,-73.9672487898262,40.78162393130087,1
156,-74.00088054574069,40.74952384851454,1
157,-73.96606928290196,40.76326507635651,1
158,-74.03477983579788,40.78681432491005,1
159,-74.0062322909446,40.77791255100755,1
160,-73.98560807936109,40.705062982347215,1
161,-74.02276826091132,40.710532885824854,1
162,-73.97162121879336,40.76567203563444,1
163,-73.99404525171073,40.746839811945236,1
164,-73.98152808347983,40.73050721640966,1
165,-74.00806728204518,40.74926306209927,1
166,-74.00446577323784,40.78043266107116,1
167,-74.03166985226085,40.78959427930291,1
168,-74.03002963782045,40.7645786199839,1
169,-73.98279552360043,40.73424982562687,1
170,-74.04077322620351,40.73491332430115,1
171,-74.03546482051479,40.748347850503485,1
172,-74.02614556543872,40.727956473233,1
173,-74.02925084815894,40.76089973926668,1
174,-73.96294120230226,40.76737991357951,1
175,-74.00594654706956,40.70741540167362,1
176,-73.95599032775952,40.702125435520884,1
177,-74.03008338854475,40.727478003437,1
178,-73.98004341985481,40.78423683181891,1
179,-74.00864141175596,40.75724052974886,1
180,-74.00748676553512,40.710192208714375,1
181,-73.9673829001619,40.783796100432255,1
182,-73.95222591948858,40.74956524959498,1
183,-73.95527782671091,40.75020748676065,1
184,-74.0464311614711,40.76176273614368,1
185,-73.98939099797192,40.72093673008359,1
186,-73.97555840873574,40.74009932517492,1
187,-74.02146178097138,40.752916241682136,1
188,-73.9744958750809,40.71193221165216,1
189,-73.95441496979123,40.7954504751332,1
190,-73.95324692731506,40.79974634554382,1
191,-74.03025525247894,40.74987084808628,1
192,-73.99026180664556,40.75094974620004,1
193,-73.95264475974221,40.793854186766104,1
194,-73.99419646482417,40.70511114149739,1
195,-74.03925111484345,40.762557374505874,1
196,-73.96932294958272,40.72193160656345,1
197,-73.98239737273354,40.775192576518045,1
198,-73.98103794713585,40.73280814771684,1
199,-73.9580387422178,40.745239205806605,1
0,-74.01957226193885,40.70350561322352,2
1,-73.95803761330534,40.78792087099229,2
2,-73.97208340041311,40.77161196927402,2
3,-74.0376534467693,40.71828761638243,2
4,-73.95041897172896,40.709314282580195,2
5,-73.96289590728587,40.7195344555123,2
6,-74.02246939486159,40.797803785541255,2
7,-73.96622286065379,40.746171725388486,2
8,-74.04038892680919,40.77875552035892,2
9,-73.95108373691568,40.76253961101677,2
10,-73.98297882540635,40.757203781444616,2
11,-73.98347254833858,40.71786514891658,2
12,-74.042119088609,40.79436032501279,2
13,-73.96052919816746,40.73025200626189,2
14,-74.0470203095723,40.756548784518664,2
15,-74.02599910897749,40.770008564879056,2
16,-74.03561225835045,40.7654076991754,2
17,-73.97176783233753,40.79358441605388,2
18,-74.03060781261559,40.71449261109695,2
19,-73.95906061268174,40.75057226663398,2
20,-73.9845117425192,40.74033283040812,2
21,-74.04769555374327,40.74795130253925,2
22,-74.04923290028255,40.71220210126762,2
23,-74.04467680251386,40.71260860627745,2
24,-73.98871479082638,40.72793763589491,2
25,-73.97078384501614,40.73158447225566,2
26,-74.02653514436294,40.742995944717045,2
27,-73.96560213933823,40.760492101598004,2
28,-74.0445665611894,40.76398868707656,2
29,-73.97139308892204,40.73922522265499,2
30,-73.95736352932454,40.74123307866929,2
31,-73.97265538468548,40.7220681876921,2
32,-73.98058922313474,40.759101915253765,2
33,-73.96596691542152,40.7317305551432,2
34,-74.0465006170741,40.70289950674053,2
35,-74.02881437504645,40.74306496516479,2
36,-74.03798924324951,40.747339850241,2
37,-73.99941596615935,40.72299555979812,2
38,-73.97548960338976,40.756418257100584,2
39,-73.9867489552239,40.75595275019043,2
40,-73.96477701664871,40.77021178524148,2
41,-74.0346438118422,40.76514713849334,2
42,-73.97659742868068,40.76653570384317,2
43,-74.02959207754218,40.73197809041593,2
44,-74.02331262881148,40.77913488257285,2
45,-73.97883726603882,40.75487738080444,2
46,-73.95130951575533,40.74334492560481,2
47,-73.98702598410635,40.76216506112707,2
48,-74.04435659321871,40.73466528341063,2
49,-73.98831036393973,40.7510204115147,2
50,-73.96577925190769,40.71913703963508,2
51,-74.01509864146409,40.72710179776786,2
52,-73.96708071966012,40.795292318723504,2
53,-74.02211299490197,40.704284392214426,2
54,-73.99091902456,40.74378462339709,2
55,-74.0091289951147,40.76741786750812,2
56,-74.0192913520962,40.71065785876818,2
57,-73.9633431083683,40.70427922009059,2
58,-74.02918088493658,40.71659601673625,2
59,-74.03607456739823,40.78928105751044,2
60,-74.0134606105996,40.70150630321917,2
61,-73.97448870860705,40.71534008169639,2
62,-73.96743660377673,40.70376514973745,2
63,-73.95026197398626,40.713872352672475,2
64,-74.02143794670083,40.757051226848304,2
65,-74.0071092606065,40.72289023022519,2
66,-74.03317881557828,40.7586909079493,2
67,-73.99474562078025,40.760360734089964,2
68,-73.95115096886789,40.78169625043951,2
69,-73.97739008957487,40.70151355095992,2
70,-73.99128170233882,40.78733320030691,2
71,-74.01130339299245,40.764250566803014,2
72,-73.96014301183598,40.7146159282166,2
73,-74.00023272478913,40.77676434176558,2
74,-74.04047245536006,40.78683180508514,2
75,-74.01214828037976,40.72483380301395,2
76,-74.04178565325712,40.7913269729835,2
77,-74.03282303169932,40.74543059863569,2
78,-74.04904420821899,40.7642465834661,2
79,-74.00572083197396,40.79959203697134,2
80,-73.987681147382,40.73643520563444,2
81,-74.0140698513869,40.78449667968272,2
82,-74.00556559849194,40.73362912407291,2
83,-73.9564139105868,40.77491866546231,2
84,-73.97753921109884,40.7618505234306,2
85,-73.99189735155151,40.72080565163897,2
86,-74.02309140974548,40.74330378658774,2
87,-73.95721191799157,40.73310378692885,2
88,-74.02575143481644,40.70399817726128,2
89,-74.0158523559739,40.70098398867352,2
90,-73.95951656388348,40.73902201158885,2
91,-73.99640278925136,40.70322647590242,2
92,-73.97464888828618,40.72135611019383,2
93,-73.9911982017315,40.77219366619255,2
94,-73.98877349127541,40.7715374049407,2
95,-74.02155308591618,40.776204470494534,2
96,-74.02288411314215,40.7305450192,2
97,-74.02281212256567,40.78947437403011,2
98,-74.03244587543095,40.75623361525089,2
99,-73.96506819429689,40.71080829499336,2
100,-74.02402015751188,40.71430177508017,2
101,-73.99301304049521,40.76872692241455,2
102,-73.97407568907826,40.71743015038046,2
103,-73.9720352783717,40.753728634293104,2
104,-74.00488899232934,40.79732662500511,2
105,-73.99909137117493,40.70124178560335,2
106,-73.95027840392322,40.701985849025164,2
107,-73.9803575975522,40.79943614747615,2
108,-73.96666551975608,40.75803628493378,2
109,-73.9567647190102,40.71069458976073,2
110,-73.9671185800985,40.7900417957789,2
111,-74.02779657472442,40.78946705784044,2
112,-73.9938657601161,40.75571379817859,2
113,-74.04207348193142,40.76061171336614,2
114,-73.98228703846789,40.730572120316765,2
115,-73.95389648157737,40.70330638541342,2
116,-74.00111316694563,40.755667918660585,2
117,-74.01021932663697,40.72703029890797,2
118,-74.04440429479264,40.77018151613492,2
119,-73.95013087414702,40.78846016671621,2
120,-74.03956568883615,40.70579540982321,2
121,-74.04465479608335,40.75718345436541,2
122,-74.02794620740654,40.72000918241892,2
123,-74.04369178449615,40.78422597968179,2
124,-74.00803704324564,40.72922102022508,2
125,-74.00246267929248,40.762774861088154,2
126,-74.0214902245846,40.75632900350351,2
127,-74.0444347115412,40.73734003195017,2
128,-74.03841481860937,40.76404963278006,2
129,-74.00872761613627,40.775144723938055,2
130,-74.04105114812107,40.75656753254186,2
131,-73.97784795041593,40.77664205884432,2
132,-74.02713193921826,40.79471749660777,2
133,-74.01787444347812,40.74491182328196,2
134,-74.01142305148277,40.75364120123264,2
135,-74.0050812105657,40.70011094927454,2
136,-74.04950174689924,40.780421386579874,2
137,-74.042719653956,40.7560415414179,2
138,-73.96620507455512,40.741687985942896,2
139,-74.04928202608232,40.71127972064699,2
140,-73.99967440267278,40.78774873874054,2
141,-73.99819571485145,40.73736001256913,2
142,-74.01408079844406,40.76625593280955,2
143,-74.00871299456811,40.71679283135266,2
144,-73.97492435945533,40.796830935810625,2
145,-73.9667792359573,40.72221767389817,2
146,-74.02383327309471,40.72416973010894,2
147,-74.01543112688103,40.7883231829396,2
148,-74.02210646246256,40.78843665006684,2
149,-74.00047462244784,40.71969261897124,2
150,-73.98194744159058,40.745574460355265,2
151,-73.96183595625222,40.72418419351756,2
152,-74.02005696901062,40.72326816404673,2
153,-74.03726811024113,40.776596605239625,2
154,-73.97169821146247,40.72154562543894,2
155,-73.96636469407424,40.786470221391966,2
156,-74.00474340549339,40.747044603063436,2
157,-73.96247673441938,40.76235286436133,2
158,-74.03303151270707,40.78970669131582,2
159,-74.00433192701871,40.78047404779624,2
160,-73.98806224606788,40.70855154659441,2
161,-74.02237798555349,40.713095660910504,2
162,-73.96835553194354,40.76814188376373,2
163,-73.9918262332644,40.74492648003544,2
164,-73.98639599152666,40.73152625951986,2
165,-74.00665294430429,40.75300664728993,2
166,-74.00260512958549,40.78524850522964,2
167,-74.02976798305002,40.79299641382562,2
168,-74.0283282834578,40.7691261354596,2
169,-73.98175460875169,40.73013724190491,2
170,-74.04408968519834,40.73676329853094,2
171,-74.03318663739097,40.74708007182792,2
172,-74.02488762910849,40.724995488592974,2
173,-74.02758097150546,40.76223374401464,2
174,-73.95940243392117,40.76728673776295,2
175,-74.00351726431798,40.707544051772985,2
176,-73.959160003055,40.70820080311518,2
177,-74.0277789812676,40.729694428430676,2
178,-73.97804856425216,40.78120211178017,2
179,-74.01238737205217,40.75671598132359,2
180,-74.00723151948273,40.7066886294626,2
181,-73.96775960502144,40.77905850872722,2
182,-73.95335391452463,40.75257889611051,2
183,-73.95125442504104,40.75104412184787,2
184,-74.03880357326078,40.77086612871119,2
185,-73.99254073355402,40.70734736925667,2
186,-73.97233608251284,40.751996044606905,2
187,-74.0275120632387,40.73921621119584,2
188,-73.98277412051405,40.719140833131135,2
189,-73.95761945979822,40.783564020232774,2
190,-73.96587295866476,40.79938754016962,2
191,-74.02411479927365,40.75869592424623,2
192,-73.98506301102925,40.76183886573986,2
193,-73.96515998278939,40.79164831369061,2
194,-73.98452390402372,40.70247327350938,2
195,-74.02767599945774,40.76699903918514,2
196,-73.97895396063686,40.71368781356637,2
197,-73.97544716612603,40.7836507129548,2
198,-73.97060381457341,40.73606941157071,2
199,-73.95341391609352,40.74627635233724,2
0,-74.01906136059412,40.70351313344298,3
1,-73.95774870174031,40.78769162137566,3
2,-73.97296622878959,40.77135291495812,3
3,-74.03794851029562,40.71791280399135,3
4,-73.95103450361637,40.709739862094814,3
5,-73.96289217790327,40.71952886343351,3
6,-74.02176705743082,40.79784730427803,3
7,-73.96607553361744,40.74619754975562,3
8,-74.03992109527746,40.77846086403352,3
9,-73.95036792919578,40.76338822407748,3
10,-73.98262072347438,40.75801632225923,3
11,-73.98357377890669,40.7190638183212,3
12,-74.04367182681435,40.79562260523166,3
13,-73.96038543473882,40.72963385826514,3
14,-74.04694174233961,40.75646019304757,3
15,-74.02545206492985,40.770693841026095,3
16,-74.03596631137157,40.76644882235797,3
17,-73.97028900844246,40.793933201957614,3
18,-74.03044749834196,40.714666188430606,3
19,-73.9589205224843,40.75010453052728,3
20,-73.98415676561544,40.74159040968537,3
21,-74.04817268245225,40.74826445412295,3
22,-74.04916142040314,40.7123115747216,3
23,-74.04476636323488,40.71257939211892,3
24,-73.99025691621473,40.72843923156425,3
25,-73.97046877843992,40.73195890305433,3
26,-74.02666636602959,40.74289392299025,3
27,-73.96588439383187,40.760533556928884,3
28,-74.04451322835753,40.76432752286863,3
29,-73.9710257988494,40.738199315665426,3
30,-73.95748150840355,40.7411306258553,3
31,-73.9726756500057,40.72190353957182,3
32,-73.9805089292726,40.758999095636995,3
33,-73.96572513956762,40.732081371956895,3
34,-74.04660231024452,40.70274718483615,3
35,-74.02950709646777,40.74253298831178,3
36,-74.03843079617334,40.747027789683536,3
37,-73.99950000619614,40.723235977401664,3
38,-73.97541677307866,40.756248123075736,3
39,-73.98709037835395,40.75516319527217,3
40,-73.96556719704576,40.76905658169955,3
41,-74.03405616644665,40.764624295011714,3
42,-73.97699450967195,40.766668494945804,3
43,-74.02927468301006,40.732342708804936,3
44,-74.02320167397382,40.77957834323191,3
45,-73.97833203088993,40.75481610113422,3
46,-73.95152112713107,40.74432346587398,3
47,-73.98593100667738,40.76266797585102,3
48,-74.04475631485712,40.73390075950094,3
49,-73.98819523186584,40.7508218093058,3
50,-73.96663038851345,40.71739952306204,3
51,-74.01404123453769,40.72561988146236,3
52,-73.96772263925494,40.79500776283918,3
53,-74.02198200089143,40.70375993522962,3
54,-73.99088653998663,40.74364276530445,3
55,-74.00921031818837,40.76738757813003,3
56,-74.01746217684368,40.70869093689519,3
57,-73.96467628529857,40.703207786433886,3
58,-74.02848919476479,40.71837341755916,3
59,-74.03506318026531,40.789113185960105,3
60,-74.01196281201263,40.70214588077344,3
61,-73.97275352017684,40.713216633777215,3
62,-73.96686809274262,40.70382947118209,3
63,-73.95046353600176,40.714678382009744,3
64,-74.02180366519362,40.756603766536536,3
