cell_id,avg_rsrp,lon,lat,cell_el_deg
cell_4_1,-142.46542901094344,-74.0078653659939,40.77196021931978,17.0
cell_4_2,-138.46542901094344,-74.0078653659939,40.77196021931978,7.0
cell_5_0,-125.29916303268912,-74.0078653659939,40.77196021931978,0.0
cell_5_1,-121.29916303268912,-74.0078653659939,40.77196021931978,8.0
cell_5_2,-127.29916303268912,-74.0078653659939,40.77196021931978,20.0
cell_1_0,-128.23880453639282,-74.01465762357259,40.74932635169937,8.0
cell_1_1,-131.73880453639282,-74.01465762357259,40.74932635169937,15.0
cell_1_2,-131.73880453639282,-74.01465762357259,40.74932635169937,15.0
cell_2_0,-147.5963092620959,-74.01465762357259,40.74932635169937,13.0
cell_2_1,-150.0963092620959,-74.01465762357259,40.74932635169937,18.0
cell_2_2,-149.0963092620959,-74.01465762357259,40.74932635169937,0.0
cell_3_0,-137.4488623598375,-74.01465762357259,40.74932635169937,6.0
cell_3_1,-138.9488623598375,-74.01465762357259,40.74932635169937,13.0
cell_3_2,-137.9488623598375,-74.01465762357259,40.74932635169937,5.0
cell_4_0,-134.06844558695258,-74.01465762357259,40.74932635169937,20.0
cell_4_1,-130.56844558695258,-74.01465762357259,40.74932635169937,3.0
cell_4_2,-128.06844558695258,-74.01465762357259,40.74932635169937,8.0
cell_5_0,-141.4358572927471,-74.01465762357259,40.74932635169937,19.0
cell_5_1,-137.4358572927471,-74.01465762357259,40.74932635169937,11.0
cell_5_2,-139.9358572927471,-74.01465762357259,40.74932635169937,16.0
cell_1_0,-151.4342771039013,-73.94744523905919,40.744875041923414,10.0
cell_1_1,-150.9342771039013,-73.94744523905919,40.744875041923414,7.0
cell_1_2,-152.4342771039013,-73.94744523905919,40.744875041923414,12.0
cell_2_0,-136.25147109644837,-73.94744523905919,40.744875041923414,2.0
cell_2_1,-133.75147109644837,-73.94744523905919,40.744875041923414,9.0
cell_2_2,-135.25147109644837,-73.94744523905919,40.744875041923414,4.0
cell_3_0,-159.62151810329698,-73.94744523905919,40.744875041923414,0.0
cell_3_1,-161.12151810329698,-73.94744523905919,40.744875041923414,19.0
cell_3_2,-157.62151810329698,-73.94744523905919,40.744875041923414,4.0
cell_4_0,-155.67585684016674,-73.94744523905919,40.744875041923414,4.0
cell_4_1,-155.17585684016674,-73.94744523905919,40.744875041923414,11.0
cell_4_2,-155.17585684016674,-73.94744523905919,40.744875041923414,11.0
cell_5_0,-154.90830155118027,-73.94744523905919,40.744875041923414,3.0
cell_5_1,-157.40830155118027,-73.94744523905919,40.744875041923414,18.0
cell_5_2,-152.90830155118027,-73.94744523905919,40.744875041923414,9.0
cell_1_0,-141.82845430315825,-74.0153308591542,40.76815199173117,5.0
cell_1_1,-141.32845430315825,-74.0153308591542,40.76815199173117,6.0
cell_1_2,-143.32845430315825,-74.0153308591542,40.76815199173117,2.0
cell_2_0,-150.6181655758936,-74.0153308591542,40.76815199173117,17.0
cell_2_1,-149.6181655758936,-74.0153308591542,40.76815199173117,15.0
cell_2_2,-149.6181655758936,-74.0153308591542,40.76815199173117,15.0
cell_3_0,-141.02648161806673,-74.0153308591542,40.76815199173117,5.0
cell_3_1,-143.52648161806673,-74.0153308591542,40.76815199173117,16.0
cell_3_2,-141.52648161806673,-74.0153308591542,40.76815199173117,4.0
cell_4_0,-137.1436854728895,-74.0153308591542,40.76815199173117,0.0
cell_4_1,-134.6436854728895,-74.0153308591542,40.76815199173117,5.0
cell_4_2,-135.6436854728895,-74.0153308591542,40.76815199173117,3.0
cell_5_0,-117.18681860170122,-74.0153308591542,40.76815199173117,10.0
cell_5_1,-117.18681860170122,-74.0153308591542,40.76815199173117,6.0
cell_5_2,-120.68681860170122,-74.0153308591542,40.76815199173117,17.0
cell_1_0,-147.53839274899792,-74.02908876694694,40.77321369950453,0.0
cell_1_1,-147.53839274899792,-74.02908876694694,40.77321369950453,16.0
cell_1_2,-146.03839274899792,-74.02908876694694,40.77321369950453,3.0
cell_2_0,-154.51013871452577,-74.02908876694694,40.77321369950453,17.0
cell_2_1,-155.01013871452577,-74.02908876694694,40.77321369950453,18.0
cell_2_2,-151.51013871452577,-74.02908876694694,40.77321369950453,5.0
cell_3_0,-141.51656199129135,-74.02908876694694,40.77321369950453,17.0
cell_3_1,-141.01656199129135,-74.02908876694694,40.77321369950453,0.0
cell_3_2,-140.01656199129135,-74.02908876694694,40.77321369950453,2.0
cell_4_0,-134.3119536023343,-74.02908876694694,40.77321369950453,5.0
cell_4_1,-134.3119536023343,-74.02908876694694,40.77321369950453,11.0
cell_4_2,-135.3119536023343,-74.02908876694694,40.77321369950453,13.0
cell_5_0,-129.33338698494774,-74.02908876694694,40.77321369950453,18.0
cell_5_1,-128.83338698494774,-74.02908876694694,40.77321369950453,17.0
cell_5_2,-130.33338698494774,-74.02908876694694,40.77321369950453,20.0
cell_1_0,-117.96584505505253,-74.01971331456699,40.733584038063405,14.0
cell_1_1,-118.46584505505253,-74.01971331456699,40.733584038063405,15.0
cell_1_2,-120.96584505505253,-74.01971331456699,40.733584038063405,20.0
cell_2_0,-148.5283180044722,-74.01971331456699,40.733584038063405,10.0
cell_2_1,-153.5283180044722,-74.01971331456699,40.733584038063405,20.0
cell_2_2,-149.0283180044722,-74.01971331456699,40.733584038063405,11.0
cell_3_0,-142.1917447935825,-74.01971331456699,40.733584038063405,20.0
cell_3_1,-140.1917447935825,-74.01971331456699,40.733584038063405,16.0
cell_3_2,-138.6917447935825,-74.01971331456699,40.733584038063405,13.0
cell_4_0,-134.00916492785748,-74.01971331456699,40.733584038063405,10.0
cell_4_1,-134.50916492785748,-74.01971331456699,40.733584038063405,11.0
cell_4_2,-137.00916492785748,-74.01971331456699,40.733584038063405,16.0
cell_5_0,-145.17818329780937,-74.01971331456699,40.733584038063405,12.0
cell_5_1,-143.67818329780937,-74.01971331456699,40.733584038063405,9.0
cell_5_2,-143.17818329780937,-74.01971331456699,40.733584038063405,8.0
cell_1_0,-132.9256107345841,-73.99591019782423,40.74464888738561,7.0
cell_1_1,-134.9256107345841,-73.99591019782423,40.74464888738561,13.0
cell_1_2,-135.4256107345841,-73.99591019782423,40.74464888738561,14.0
cell_2_0,-141.81175437990242,-73.99591019782423,40.74464888738561,16.0
cell_2_1,-140.81175437990242,-73.99591019782423,40.74464888738561,14.0
cell_2_2,-138.81175437990242,-73.99591019782423,40.74464888738561,10.0
cell_3_0,-148.60842614815965,-73.99591019782423,40.74464888738561,16.0
cell_3_1,-145.60842614815965,-73.99591019782423,40.74464888738561,6.0
cell_3_2,-148.60842614815965,-73.99591019782423,40.74464888738561,0.0
cell_4_0,-145.9670154869372,-73.99591019782423,40.74464888738561,19.0
cell_4_1,-142.9670154869372,-73.99591019782423,40.74464888738561,3.0
cell_4_2,-140.9670154869372,-73.99591019782423,40.74464888738561,7.0
cell_5_0,-142.97666806142485,-73.99591019782423,40.74464888738561,5.0
cell_5_1,-142.97666806142485,-73.99591019782423,40.74464888738561,5.0
cell_5_2,-143.47666806142485,-73.99591019782423,40.74464888738561,12.0
cell_1_0,-141.83556870650318,-74.00679976089867,40.76432843765534,14.0
cell_1_1,-140.33556870650318,-74.00679976089867,40.76432843765534,11.0
cell_1_2,-141.83556870650318,-74.00679976089867,40.76432843765534,14.0
cell_2_0,-146.00617816385707,-74.00679976089867,40.76432843765534,2.0
cell_2_1,-145.00617816385707,-74.00679976089867,40.76432843765534,12.0
cell_2_2,-145.00617816385707,-74.00679976089867,40.76432843765534,12.0
cell_3_0,-144.34745462932545,-74.00679976089867,40.76432843765534,13.0
cell_3_1,-143.34745462932545,-74.00679976089867,40.76432843765534,5.0
cell_3_2,-144.84745462932545,-74.00679976089867,40.76432843765534,2.0
cell_4_0,-139.02654372603348,-74.00679976089867,40.76432843765534,14.0
cell_4_1,-140.02654372603348,-74.00679976089867,40.76432843765534,0.0
cell_4_2,-137.52654372603348,-74.00679976089867,40.76432843765534,5.0
cell_5_0,-129.09621841183605,-74.00679976089867,40.76432843765534,5.0
cell_5_1,-132.59621841183605,-74.00679976089867,40.76432843765534,18.0
cell_5_2,-131.09621841183605,-74.00679976089867,40.76432843765534,1.0
cell_1_0,-133.14098365669287,-74.00298797332803,40.74743588535931,15.0
cell_1_1,-132.14098365669287,-74.00298797332803,40.74743588535931,3.0
cell_1_2,-130.14098365669287,-74.00298797332803,40.74743588535931,7.0
cell_2_0,-140.84738769378433,-74.00298797332803,40.74743588535931,8.0
cell_2_1,-144.34738769378433,-74.00298797332803,40.74743588535931,1.0
cell_2_2,-142.84738769378433,-74.00298797332803,40.74743588535931,4.0
cell_3_0,-144.4795657862844,-74.00298797332803,40.74743588535931,13.0
cell_3_1,-146.4795657862844,-74.00298797332803,40.74743588535931,17.0
cell_3_2,-143.9795657862844,-74.00298797332803,40.74743588535931,4.0
cell_4_0,-141.76036095716898,-74.00298797332803,40.74743588535931,18.0
cell_4_1,-141.26036095716898,-74.00298797332803,40.74743588535931,17.0
cell_4_2,-139.26036095716898,-74.00298797332803,40.74743588535931,13.0
cell_5_0,-140.7528859899964,-74.00298797332803,40.74743588535931,4.0
cell_5_1,-142.7528859899964,-74.00298797332803,40.74743588535931,0.0
cell_5_2,-141.2528859899964,-74.00298797332803,40.74743588535931,13.0
cell_1_0,-130.86694312386373,-74.01931651905642,40.7494424344067,5.0
cell_1_1,-132.86694312386373,-74.01931651905642,40.7494424344067,1.0
cell_1_2,-131.36694312386373,-74.01931651905642,40.7494424344067,12.0
cell_2_0,-148.53041732788824,-74.01931651905642,40.7494424344067,12.0
cell_2_1,-148.03041732788824,-74.01931651905642,40.7494424344067,11.0
cell_2_2,-147.53041732788824,-74.01931651905642,40.7494424344067,6.0
cell_3_0,-136.02601820885275,-74.01931651905642,40.7494424344067,3.0
cell_3_1,-137.52601820885275,-74.01931651905642,40.7494424344067,16.0
cell_3_2,-135.02601820885275,-74.01931651905642,40.7494424344067,5.0
cell_4_0,-124.19113030985574,-74.01931651905642,40.7494424344067,11.0
cell_4_1,-122.69113030985574,-74.01931651905642,40.7494424344067,8.0
cell_4_2,-122.69113030985574,-74.01931651905642,40.7494424344067,8.0
cell_5_0,-137.84137400647307,-74.01931651905642,40.7494424344067,4.0
cell_5_1,-138.84137400647307,-74.01931651905642,40.7494424344067,2.0
cell_5_2,-140.34137400647307,-74.01931651905642,40.7494424344067,17.0
cell_1_0,-128.61444114614847,-74.00830281732874,40.74791894664883,10.0
cell_1_1,-131.11444114614847,-74.00830281732874,40.74791894664883,15.0
cell_1_2,-129.11444114614847,-74.00830281732874,40.74791894664883,11.0
cell_2_0,-143.93423371804897,-74.00830281732874,40.74791894664883,6.0
cell_2_1,-147.93423371804897,-74.00830281732874,40.74791894664883,18.0
cell_2_2,-143.43423371804897,-74.00830281732874,40.74791894664883,7.0
cell_3_0,-142.2016117158268,-74.00830281732874,40.74791894664883,3.0
cell_3_1,-140.7016117158268,-74.00830281732874,40.74791894664883,6.0
cell_3_2,-144.7016117158268,-74.00830281732874,40.74791894664883,18.0
cell_4_0,-134.45015789822176,-74.00830281732874,40.74791894664883,6.0
cell_4_1,-138.95015789822176,-74.00830281732874,40.74791894664883,19.0
cell_4_2,-138.45015789822176,-74.00830281732874,40.74791894664883,18.0
cell_5_0,-139.96285583215288,-74.00830281732874,40.74791894664883,13.0
cell_5_1,-137.96285583215288,-74.00830281732874,40.74791894664883,7.0
cell_5_2,-137.96285583215288,-74.00830281732874,40.74791894664883,7.0
cell_1_0,-135.61551284727136,-73.99378507609391,40.72513132360503,13.0
cell_1_1,-136.61551284727136,-73.99378507609391,40.72513132360503,1.0
cell_1_2,-134.11551284727136,-73.99378507609391,40.72513132360503,6.0
cell_2_0,-145.63491107540347,-73.99378507609391,40.72513132360503,16.0
cell_2_1,-144.63491107540347,-73.99378507609391,40.72513132360503,14.0
cell_2_2,-147.63491107540347,-73.99378507609391,40.72513132360503,20.0
cell_3_0,-147.39430583568335,-73.99378507609391,40.72513132360503,7.0
cell_3_1,-151.89430583568335,-73.99378507609391,40.72513132360503,18.0
cell_3_2,-147.39430583568335,-73.99378507609391,40.72513132360503,9.0
cell_4_0,-144.95492530853923,-73.99378507609391,40.72513132360503,9.0
cell_4_1,-144.95492530853923,-73.99378507609391,40.72513132360503,9.0
cell_4_2,-148.45492530853923,-73.99378507609391,40.72513132360503,16.0
cell_5_0,-151.50285640149468,-73.99378507609391,40.72513132360503,0.0
cell_5_1,-149.00285640149468,-73.99378507609391,40.72513132360503,5.0
cell_5_2,-148.50285640149468,-73.99378507609391,40.72513132360503,10.0
cell_1_0,-131.8625120545664,-74.02736039241694,40.722073783859365,10.0
cell_1_1,-136.3625120545664,-74.02736039241694,40.722073783859365,19.0
cell_1_2,-134.3625120545664,-74.02736039241694,40.722073783859365,1.0
cell_2_0,-155.42566446748828,-74.02736039241694,40.722073783859365,18.0
cell_2_1,-154.42566446748828,-74.02736039241694,40.722073783859365,0.0
cell_2_2,-153.92566446748828,-74.02736039241694,40.722073783859365,15.0
cell_3_0,-142.17452280208863,-74.02736039241694,40.722073783859365,0.0
cell_3_1,-144.17452280208863,-74.02736039241694,40.722073783859365,20.0
cell_3_2,-139.17452280208863,-74.02736039241694,40.722073783859365,6.0
cell_4_0,-140.4415563974764,-74.02736039241694,40.722073783859365,4.0
cell_4_1,-138.9415563974764,-74.02736039241694,40.722073783859365,9.0
cell_4_2,-139.4415563974764,-74.02736039241694,40.722073783859365,6.0
cell_5_0,-150.6608779426857,-74.02736039241694,40.722073783859365,1.0
cell_5_1,-152.6608779426857,-74.02736039241694,40.722073783859365,19.0
cell_5_2,-149.6608779426857,-74.02736039241694,40.722073783859365,3.0
cell_1_0,-146.60274549819886,-74.02707623805767,40.77720474038554,12.0
cell_1_1,-144.60274549819886,-74.02707623805767,40.77720474038554,8.0
cell_1_2,-145.60274549819886,-74.02707623805767,40.77720474038554,6.0
cell_2_0,-152.90564509262882,-74.02707623805767,40.77720474038554,2.0
cell_2_1,-152.40564509262882,-74.02707623805767,40.77720474038554,13.0
cell_2_2,-150.90564509262882,-74.02707623805767,40.77720474038554,10.0
cell_3_0,-142.79818488347928,-74.02707623805767,40.77720474038554,1.0
cell_3_1,-139.79818488347928,-74.02707623805767,40.77720474038554,9.0
cell_3_2,-141.79818488347928,-74.02707623805767,40.77720474038554,3.0
cell_4_0,-141.5427886766174,-74.02707623805767,40.77720474038554,20.0
cell_4_1,-138.0427886766174,-74.02707623805767,40.77720474038554,3.0
cell_4_2,-139.5427886766174,-74.02707623805767,40.77720474038554,16.0
cell_5_0,-126.7598823727744,-74.02707623805767,40.77720474038554,18.0
cell_5_1,-127.7598823727744,-74.02707623805767,40.77720474038554,20.0
cell_5_2,-124.2598823727744,-74.02707623805767,40.77720474038554,3.0
cell_1_0,-149.69195995191058,-74.04834295877528,40.76554838364137,17.0
cell_1_1,-148.19195995191058,-74.04834295877528,40.76554838364137,2.0
cell_1_2,-145.19195995191058,-74.04834295877528,40.76554838364137,8.0
cell_2_0,-156.51389178363536,-74.04834295877528,40.76554838364137,14.0
cell_2_1,-156.51389178363536,-74.04834295877528,40.76554838364137,2.0
cell_2_2,-157.51389178363536,-74.04834295877528,40.76554838364137,16.0
cell_3_0,-131.96877819236906,-74.04834295877528,40.76554838364137,10.0
cell_3_1,-135.46877819236906,-74.04834295877528,40.76554838364137,17.0
cell_3_2,-133.46877819236906,-74.04834295877528,40.76554838364137,13.0
cell_4_0,-137.1714264048458,-74.04834295877528,40.76554838364137,2.0
cell_4_1,-138.1714264048458,-74.04834295877528,40.76554838364137,0.0
cell_4_2,-140.1714264048458,-74.04834295877528,40.76554838364137,20.0
cell_5_0,-143.49792258444188,-74.04834295877528,40.76554838364137,0.0
cell_5_1,-141.49792258444188,-74.04834295877528,40.76554838364137,12.0
cell_5_2,-140.49792258444188,-74.04834295877528,40.76554838364137,6.0
cell_1_0,-138.46893937070246,-74.03931746870242,40.725099945633744,11.0
cell_1_1,-140.46893937070246,-74.03931746870242,40.725099945633744,1.0
cell_1_2,-138.96893937070246,-74.03931746870242,40.725099945633744,12.0
cell_2_0,-154.0009698294518,-74.03931746870242,40.725099945633744,5.0
cell_2_1,-153.0009698294518,-74.03931746870242,40.725099945633744,9.0
cell_2_2,-153.0009698294518,-74.03931746870242,40.725099945633744,9.0
cell_3_0,-135.01400441081353,-74.03931746870242,40.725099945633744,9.0
cell_3_1,-138.01400441081353,-74.03931746870242,40.725099945633744,1.0
cell_3_2,-135.01400441081353,-74.03931746870242,40.725099945633744,7.0
cell_4_0,-140.6911081126559,-74.03931746870242,40.725099945633744,14.0
cell_4_1,-141.1911081126559,-74.03931746870242,40.725099945633744,1.0
cell_4_2,-137.6911081126559,-74.03931746870242,40.725099945633744,8.0
cell_5_0,-147.35467739676125,-74.03931746870242,40.725099945633744,8.0
cell_5_1,-147.35467739676125,-74.03931746870242,40.725099945633744,8.0
cell_5_2,-147.85467739676125,-74.03931746870242,40.725099945633744,7.0
cell_1_0,-141.71874891732273,-74.0438121312076,40.72955649151968,2.0
cell_1_1,-140.71874891732273,-74.0438121312076,40.72955649151968,12.0
cell_1_2,-140.21874891732273,-74.0438121312076,40.72955649151968,5.0
cell_2_0,-158.55700532230685,-74.0438121312076,40.72955649151968,19.0
cell_2_1,-156.05700532230685,-74.0438121312076,40.72955649151968,14.0
cell_2_2,-153.55700532230685,-74.0438121312076,40.72955649151968,9.0
cell_3_0,-134.88212608734443,-74.0438121312076,40.72955649151968,15.0
cell_3_1,-136.88212608734443,-74.0438121312076,40.72955649151968,19.0
cell_3_2,-133.38212608734443,-74.0438121312076,40.72955649151968,4.0
cell_4_0,-137.55316847243705,-74.0438121312076,40.72955649151968,6.0
cell_4_1,-139.05316847243705,-74.0438121312076,40.72955649151968,3.0
cell_4_2,-137.05316847243705,-74.0438121312076,40.72955649151968,9.0
cell_5_0,-150.81008134360113,-74.0438121312076,40.72955649151968,16.0
cell_5_1,-152.81008134360113,-74.0438121312076,40.72955649151968,20.0
cell_5_2,-149.31008134360113,-74.0438121312076,40.72955649151968,13.0
cell_1_0,-137.68193229693208,-73.98722552948443,40.726728378287774,6.0
cell_1_1,-138.68193229693208,-73.98722552948443,40.726728378287774,4.0
cell_1_2,-138.68193229693208,-73.98722552948443,40.726728378287774,4.0
cell_2_0,-142.2139983587632,-73.98722552948443,40.726728378287774,14.0
cell_2_1,-142.7139983587632,-73.98722552948443,40.726728378287774,15.0
cell_2_2,-141.2139983587632,-73.98722552948443,40.726728378287774,4.0
cell_3_0,-149.35855326119983,-73.98722552948443,40.726728378287774,10.0
cell_3_1,-150.35855326119983,-73.98722552948443,40.726728378287774,4.0
cell_3_2,-149.35855326119983,-73.98722552948443,40.726728378287774,10.0
cell_4_0,-149.91668272780086,-73.98722552948443,40.726728378287774,16.0
cell_4_1,-147.41668272780086,-73.98722552948443,40.726728378287774,11.0
cell_4_2,-150.41668272780086,-73.98722552948443,40.726728378287774,17.0
cell_5_0,-151.47540001733046,-73.98722552948443,40.726728378287774,1.0
cell_5_1,-150.47540001733046,-73.98722552948443,40.726728378287774,3.0
cell_5_2,-148.47540001733046,-73.98722552948443,40.726728378287774,7.0
cell_1_0,-142.23511970572517,-74.03628779614739,40.76211477846233,10.0
cell_1_1,-144.23511970572517,-74.03628779614739,40.76211477846233,14.0
cell_1_2,-143.23511970572517,-74.03628779614739,40.76211477846233,4.0
cell_2_0,-154.00214604707423,-74.03628779614739,40.76211477846233,14.0
cell_2_1,-154.50214604707423,-74.03628779614739,40.76211477846233,15.0
cell_2_2,-156.50214604707423,-74.03628779614739,40.76211477846233,19.0
cell_3_0,-130.28587576282445,-74.03628779614739,40.76211477846233,14.0
cell_3_1,-130.78587576282445,-74.03628779614739,40.76211477846233,15.0
cell_3_2,-131.78587576282445,-74.03628779614739,40.76211477846233,17.0
cell_4_0,-128.14566091602762,-74.03628779614739,40.76211477846233,16.0
cell_4_1,-124.14566091602764,-74.03628779614739,40.76211477846233,8.0
cell_4_2,-126.64566091602764,-74.03628779614739,40.76211477846233,13.0
cell_5_0,-137.71488954983644,-74.03628779614739,40.76211477846233,1.0
cell_5_1,-139.71488954983644,-74.03628779614739,40.76211477846233,19.0
cell_5_2,-136.21488954983644,-74.03628779614739,40.76211477846233,12.0
cell_1_0,-148.86557135184634,-73.97275951447939,40.73175969308169,20.0
cell_1_1,-147.36557135184634,-73.97275951447939,40.73175969308169,17.0
cell_1_2,-143.36557135184634,-73.97275951447939,40.73175969308169,7.0
cell_2_0,-135.25100353858193,-73.97275951447939,40.73175969308169,13.0
cell_2_1,-135.25100353858193,-73.97275951447939,40.73175969308169,3.0
cell_2_2,-138.25100353858193,-73.97275951447939,40.73175969308169,19.0
cell_3_0,-151.7661501024533,-73.97275951447939,40.73175969308169,9.0
cell_3_1,-156.2661501024533,-73.97275951447939,40.73175969308169,18.0
cell_3_2,-157.2661501024533,-73.97275951447939,40.73175969308169,20.0
cell_4_0,-150.45183600693073,-73.97275951447939,40.73175969308169,5.0
cell_4_1,-150.45183600693073,-73.97275951447939,40.73175969308169,11.0
cell_4_2,-152.45183600693073,-73.97275951447939,40.73175969308169,1.0
cell_5_0,-153.8092023098599,-73.97275951447939,40.73175969308169,17.0
cell_5_1,-154.8092023098599,-73.97275951447939,40.73175969308169,19.0
cell_5_2,-150.8092023098599,-73.97275951447939,40.73175969308169,11.0
cell_1_0,-152.8612182545627,-73.96847389339617,40.77407099876273,16.0
cell_1_1,-150.8612182545627,-73.96847389339617,40.77407099876273,4.0
cell_1_2,-151.3612182545627,-73.96847389339617,40.77407099876273,3.0
cell_2_0,-135.12802361126595,-73.96847389339617,40.77407099876273,5.0
cell_2_1,-134.12802361126595,-73.96847389339617,40.77407099876273,9.0
cell_2_2,-137.62802361126595,-73.96847389339617,40.77407099876273,0.0
cell_3_0,-156.64115572674453,-73.96847389339617,40.77407099876273,0.0
cell_3_1,-153.64115572674453,-73.96847389339617,40.77407099876273,10.0
cell_3_2,-158.64115572674453,-73.96847389339617,40.77407099876273,20.0
cell_4_0,-150.53124934919373,-73.96847389339617,40.77407099876273,7.0
cell_4_1,-153.03124934919373,-73.96847389339617,40.77407099876273,14.0
cell_4_2,-155.53124934919373,-73.96847389339617,40.77407099876273,19.0
cell_5_0,-145.66867389035733,-73.96847389339617,40.77407099876273,8.0
cell_5_1,-148.66867389035733,-73.96847389339617,40.77407099876273,2.0
cell_5_2,-145.66867389035733,-73.96847389339617,40.77407099876273,8.0
cell_1_0,-141.3804068646316,-74.02513765877602,40.763869275399244,12.0
cell_1_1,-144.8804068646316,-74.02513765877602,40.763869275399244,19.0
cell_1_2,-143.3804068646316,-74.02513765877602,40.763869275399244,16.0
cell_2_0,-151.95691442873917,-74.02513765877602,40.763869275399244,1.0
cell_2_1,-148.45691442873917,-74.02513765877602,40.763869275399244,8.0
cell_2_2,-150.95691442873917,-74.02513765877602,40.763869275399244,3.0
cell_3_0,-136.27677249061395,-74.02513765877602,40.763869275399244,13.0
cell_3_1,-138.27677249061395,-74.02513765877602,40.763869275399244,17.0
cell_3_2,-139.27677249061395,-74.02513765877602,40.763869275399244,19.0
cell_4_0,-127.90093953747976,-74.02513765877602,40.763869275399244,2.0
cell_4_1,-127.40093953747976,-74.02513765877602,40.763869275399244,3.0
cell_4_2,-128.40093953747976,-74.02513765877602,40.763869275399244,1.0
cell_5_0,-127.73168520609232,-74.02513765877602,40.763869275399244,11.0
cell_5_1,-126.73168520609232,-74.02513765877602,40.763869275399244,7.0
cell_5_2,-126.73168520609232,-74.02513765877602,40.763869275399244,9.0
cell_1_0,-126.8614462821733,-74.02370234162807,40.73089023921142,0.0
cell_1_1,-125.8614462821733,-74.02370234162807,40.73089023921142,2.0
cell_1_2,-126.8614462821733,-74.02370234162807,40.73089023921142,16.0
cell_2_0,-149.26532007989928,-74.02370234162807,40.73089023921142,9.0
cell_2_1,-149.26532007989928,-74.02370234162807,40.73089023921142,9.0
cell_2_2,-149.26532007989928,-74.02370234162807,40.73089023921142,9.0
cell_3_0,-138.38893951222624,-74.02370234162807,40.73089023921142,14.0
cell_3_1,-141.38893951222624,-74.02370234162807,40.73089023921142,20.0
cell_3_2,-137.88893951222624,-74.02370234162807,40.73089023921142,3.0
cell_4_0,-134.2252536829419,-74.02370234162807,40.73089023921142,7.0
cell_4_1,-133.7252536829419,-74.02370234162807,40.73089023921142,8.0
cell_4_2,-135.2252536829419,-74.02370234162807,40.73089023921142,11.0
cell_5_0,-145.27354572394674,-74.02370234162807,40.73089023921142,6.0
cell_5_1,-145.77354572394674,-74.02370234162807,40.73089023921142,11.0
cell_5_2,-148.27354572394674,-74.02370234162807,40.73089023921142,16.0
cell_1_0,-138.5106741238125,-74.0260952257024,40.75077094399015,19.0
